C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_318.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_318.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_318.jpg,0,0,0,1.839809E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_390.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_390.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_390.jpg,0,0,0,8.716294E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_464.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_464.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_464.jpg,0,0,0,2.987918E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_533.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_533.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_533.jpg,0,0,0,2.209664E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_606.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_606.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_606.jpg,0,0,0,1.38442E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_678.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_678.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_678.jpg,0,0,0,2.244902E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_749.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_749.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_749.jpg,0,0,0,1.373969E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_823.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_823.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_823.jpg,0,0,0,8.247312E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_895.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_895.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_895.jpg,0,0,0,1.55705E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_05_965.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_05_965.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_05_965.jpg,0,0,0,1.577595E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_037.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_037.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_037.jpg,0,0,0,1.100765E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_110.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_110.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_110.jpg,0,0,0,2.109954E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_179.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_179.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_179.jpg,0,0,0,8.80136E-07
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_252.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_252.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_252.jpg,0,0,0,1.104513E-05
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_325.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_325.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_325.jpg,0,0,0,4.948297E-06
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_395.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_395.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_395.jpg,-0.05,0.0607356,0,0.02696907
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_466.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_466.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_466.jpg,-0.25,0.3027846,0,0.2177264
C:\Users\ANAND\studywork\python\selfcarsim\IMG\center_2022_07_02_14_00_06_540.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\left_2022_07_02_14_00_06_540.jpg,C:\Users\ANAND\studywork\python\selfcarsim\IMG\right_2022_07_02_14_00_06_540.jpg,-0.4,0.4873794,0,0.4599728
